# NPC 頭上表示名 対応表（tools/jp_npc_names.py の Source of Truth）
#
# 生成: tools/jp_npc_names.py inventory --out docs/jp-npc-names.tsv
# 適用: tools/jp_npc_names.py apply --map docs/jp-npc-names.tsv [--dry-run]
# 検査: tools/jp_npc_names.py check --map docs/jp-npc-names.tsv
#
# 人間が編集するのは `apply_jp` 列だけ。**可視部分の日本語だけ**を書く
# （`#suffix` と `::exname` はツールが上流ヘッダから機械的に引き継ぐ）。
# 空欄の行は変更されない。`::` `#` タブ・制御文字は使用不可、CP932 で
# 表せない文字も不可、`#suffix` 込みの CP932 バイト長は 50 以内（NPC_NAME_LENGTH）。
#
# 列の意味:
#   file/line          翻訳版ファイルとヘッダ行（1 始まり）
#   kind               script / duplicate / shop / warp / function
#   upstream_name      上流ファイルの同じヘッダのフル名（`-` = 追加のみで上流なし）
#   current_name       現在の翻訳版のフル名
#   display/hidden/exname  現在名の分解（display = `::` の前、hidden = `#` の後、exname = `::` の後）
#   visible            頭上に名前が出るか（no = 浮動 `-` / function / warp /
#                      sprite -1・45・111・139 / 表示名が `#` 始まり）
#                      shop 系（道具屋・武器屋など）は本文が無いだけで頭上名は出るので yes
#   speaker_tags       本文の `mes "[…]"` を出現順・重複除去で `|` 区切り
#   first_tag          その先頭（`[?]` 等と文字列連結のタグは除外）
#   dup_source         duplicate(...) の参照元 exname
#   dup_source_file    参照元 NPC を定義しているファイル（翻訳版 or 上流）
#   refs_exname        exname を参照している箇所数（Pre-RE 実ロード構成での全文走査）
#   refs_exname_at     その例（最大 3 件）
#   refs_display_text  可視表示名が他ファイルの文字列リテラルに出る箇所数（参考情報）
#   refs_display_at    その例（最大 3 件）
#   strnpcinfo_use     実行される本文の strnpcinfo 使用（例 `1:cmp` `1:tag` `2:arg`）
#   category           A=上流に `::` あり / B=`::` を足せば安全 / C=要個別判断 / D=対象外
#                      （shop 系は本文が無いので speaker_tags / first_tag は空になる）
#   proposed_jp        自動提案（話者タグ・用語集から。ベストエフォート）
#   apply_jp           ★人間が確定した日本語（可視部分のみ）
#   note               判断理由・注意
file	line	kind	upstream_name	current_name	display	hidden	exname	visible	speaker_tags	first_tag	dup_source	dup_source_file	refs_exname	refs_exname_at	refs_display_text	refs_display_at	strnpcinfo_use	category	proposed_jp	apply_jp	note
npc/custom/jp/kafras/kafras.txt	30	script	Kafra Service	カプラ職員::Kafra Service	カプラ職員		Kafra Service	yes	カプラのレイラ	カプラのレイラ			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		B	カプラ職員	カプラ職員	`::Kafra Service` を足して exname を保全する
npc/custom/jp/kafras/kafras.txt	116	script	Kafra Employee::kaf_aldebaran	カプラ職員::kaf_aldebaran	カプラ職員		kaf_aldebaran	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	131	script	Kafra Employee::kaf_geffen	カプラ職員::kaf_geffen	カプラ職員		kaf_geffen	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	144	script	Kafra Employee::geffen2	カプラ職員::geffen2	カプラ職員		geffen2	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	161	script	Kafra Employee::kaf_morocc	カプラ職員::kaf_morocc	カプラ職員		kaf_morocc	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	174	script	Kafra::kaf_morocc2	カプラ::kaf_morocc2	カプラ		kaf_morocc2	yes	カプラ職員	カプラ職員			0		230	npc/custom/jp/cities/aldebaran.txt:137 npc/custom/jp/cities/aldebaran.txt:160 npc/custom/jp/cities/aldebaran.txt:384 ...(+227)		A	カプラ		
npc/custom/jp/kafras/kafras.txt	191	script	Kafra Employee::kaf_payon	カプラ職員::kaf_payon	カプラ職員		kaf_payon	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	204	script	Kafra Employee::kaf_payon2	カプラ職員::kaf_payon2	カプラ職員		kaf_payon2	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	218	script	Kafra Employee::kaf_payon3	カプラ職員::kaf_payon3	カプラ職員		kaf_payon3	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	234	script	Kafra Employee::kaf_prontera	カプラ職員::kaf_prontera	カプラ職員		kaf_prontera	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	249	script	Kafra Employee::kaf_prontera2	カプラ職員::kaf_prontera2	カプラ職員		kaf_prontera2	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	262	script	Kafra Employee::kaf_prontera3	カプラ職員::kaf_prontera3	カプラ職員		kaf_prontera3	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	275	script	Kafra Employee::kaf_prontera4	カプラ職員::kaf_prontera4	カプラ職員		kaf_prontera4	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	290	script	Kafra Employee::kaf_prontera5	カプラ職員::kaf_prontera5	カプラ職員		kaf_prontera5	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	306	script	Kafra Employee::kaf_yuno	カプラ職員::kaf_yuno	カプラ職員		kaf_yuno	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	319	script	Kafra Employee::kaf_yuno2	カプラ職員::kaf_yuno2	カプラ職員		kaf_yuno2	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	332	script	Kafra Employee::kaf_yuno3	カプラ職員::kaf_yuno3	カプラ職員		kaf_yuno3	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	347	script	Kafra Employee::kaf_alberta	カプラ職員::kaf_alberta	カプラ職員		kaf_alberta	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	361	script	Kafra Employee::kaf_alberta2	カプラ職員::kaf_alberta2	カプラ職員		kaf_alberta2	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	378	script	Kafra Employee::kaf_comodo	カプラ職員::kaf_comodo	カプラ職員		kaf_comodo	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	392	script	Kafra Employee::kaf_cmd_fild07	カプラ職員::kaf_cmd_fild07	カプラ職員		kaf_cmd_fild07	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	408	script	::kaf_izlude	::kaf_izlude			kaf_izlude	no	カプラ職員	カプラ職員			1	npc/custom/jp/kafras/kafras_pre-re.txt:25	0		4:other@419	D			浮動 NPC（マップに出ない）
npc/custom/jp/kafras/kafras.txt	427	script	Kafra Employee::kaf_mosk	カプラ職員::kaf_mosk	カプラ職員		kaf_mosk	yes					0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	436	script	Kafra Employee::kaf_amatsu	カプラ職員::kaf_amatsu	カプラ職員		kaf_amatsu	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	451	script	Kafra Employee::kaf_ayothaya	カプラ職員::kaf_ayothaya	カプラ職員		kaf_ayothaya	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	466	script	Kafra Employee#ein3::kaf_einbech	カプラ職員#ein3::kaf_einbech	カプラ職員#ein3	#ein3	kaf_einbech	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	480	script	Kafra Employee#ein2::kaf_einbroch	カプラ職員#ein2::kaf_einbroch	カプラ職員#ein2	#ein2	kaf_einbroch	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	493	script	Kafra Employee#ein1::kaf_einbroch2	カプラ職員#ein1::kaf_einbroch2	カプラ職員#ein1	#ein1	kaf_einbroch2	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	508	script	Kafra Employee::kaf_gonryun	カプラ職員::kaf_gonryun	カプラ職員		kaf_gonryun	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	523	script	Kafra Employee::kaf_lighthalzen	カプラ職員::kaf_lighthalzen	カプラ職員		kaf_lighthalzen	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	536	script	Kafra Employee::kaf_lighthalzen2	カプラ職員::kaf_lighthalzen2	カプラ職員		kaf_lighthalzen2	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	548	script	Kafra Employee::kaf_lhz_in02	カプラ職員::kaf_lhz_in02	カプラ職員		kaf_lhz_in02	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	562	script	Kafra Employee::kaf_louyang	カプラ職員::kaf_louyang	カプラ職員		kaf_louyang	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	577	script	Kafra Employee::kaf_umbala	カプラ職員::kaf_umbala	カプラ職員		kaf_umbala	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	593	script	Kafra Employee::kaf_niflheim	カプラ職員::kaf_niflheim	カプラ職員		kaf_niflheim	yes					0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	602	script	Kafra Employee::kaf_izlu2dun	カプラ職員::kaf_izlu2dun	カプラ職員		kaf_izlu2dun	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	621	script	Kafra Employee::prt_fild05	カプラ職員::prt_fild05	カプラ職員		prt_fild05	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	636	script	Kafra Employee::kaf_mjolnir_02	カプラ職員::kaf_mjolnir_02	カプラ職員		kaf_mjolnir_02	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	650	script	Kafra Employee::moc_ruins	カプラ職員::moc_ruins	カプラ職員		moc_ruins	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	665	script	Kafra Employee::kaf_gef_fild10	カプラ職員::kaf_gef_fild10	カプラ職員		kaf_gef_fild10	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	679	script	Kafra Employee::kaf_alb2trea	カプラ職員::kaf_alb2trea	カプラ職員		kaf_alb2trea	yes	カプラ職員	カプラ職員			0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras.txt	694	script	Kafra Employee::kaf_bra	カプラ職員::kaf_bra	カプラ職員		kaf_bra	yes					0		148	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+145)		A	カプラ職員		
npc/custom/jp/kafras/kafras_pre-re.txt	25	duplicate	Kafra Employee#iz	カプラ職員#iz::Kafra Employee#iz	カプラ職員#iz	#iz	Kafra Employee#iz	yes	カプラ職員	カプラ職員	kaf_izlude	npc/custom/jp/kafras/kafras.txt	0		198	npc/custom/jp/cities/aldebaran.txt:683 npc/custom/jp/cities/aldebaran.txt:769 npc/custom/jp/cities/aldebaran.txt:828 ...(+195)	4:other@419	B	カプラ職員	カプラ職員	`::Kafra Employee#iz` を足して exname を保全する
npc/custom/jp/guides/guides_prontera.txt	27	script	Guide#prt::PrtGuide	案内係#prt::PrtGuide	案内係#prt	#prt	PrtGuide	yes	プロンテラ案内係	プロンテラ案内係			4	npc/custom/jp/guides/guides_prontera.txt:237 npc/custom/jp/guides/guides_prontera.txt:239 npc/custom/jp/guides/guides_prontera.txt:241 ...(+1)	173	npc/custom/jp/other/arena/arena_aco.txt:1660 npc/custom/jp/other/arena/arena_party.txt:47 npc/custom/jp/other/arena/arena_party.txt:51 ...(+170)		A	案内係		
npc/custom/jp/guides/guides_prontera.txt	237	duplicate	East Gate-Guide	東門案内係::East Gate-Guide	東門案内係		East Gate-Guide	yes	プロンテラ案内係	プロンテラ案内係	PrtGuide	npc/custom/jp/guides/guides_prontera.txt	0		0			B	東門案内係	東門案内係	`::East Gate-Guide` を足して exname を保全する
npc/custom/jp/guides/guides_prontera.txt	239	duplicate	West Gate-Guide	西門案内係::West Gate-Guide	西門案内係		West Gate-Guide	yes	プロンテラ案内係	プロンテラ案内係	PrtGuide	npc/custom/jp/guides/guides_prontera.txt	0		0			B	西門案内係	西門案内係	`::West Gate-Guide` を足して exname を保全する
npc/custom/jp/guides/guides_prontera.txt	241	duplicate	South Gate-Guide	南門案内係::South Gate-Guide	南門案内係		South Gate-Guide	yes	プロンテラ案内係	プロンテラ案内係	PrtGuide	npc/custom/jp/guides/guides_prontera.txt	0		0			B	南門案内係	南門案内係	`::South Gate-Guide` を足して exname を保全する
npc/custom/jp/guides/guides_prontera.txt	243	duplicate	North Gate-Guide	北門案内係::North Gate-Guide	北門案内係		North Gate-Guide	yes	プロンテラ案内係	プロンテラ案内係	PrtGuide	npc/custom/jp/guides/guides_prontera.txt	0		0			B	北門案内係	北門案内係	`::North Gate-Guide` を足して exname を保全する
npc/custom/jp/jobs/1-1/acolyte.txt	34	script	Cleric#aco	聖職者#aco::Cleric#aco	聖職者#aco	#aco	Cleric#aco	yes	マレウシス神父	マレウシス神父			0		3	npc/custom/jp/quests/first_class/tu_acolyte.txt:1642 npc/custom/jp/jobs/2-1/blacksmith.txt:119 npc/custom/jp/quests/skills/acolyte_skills.txt:28		B	聖職者	聖職者	`::Cleric#aco` を足して exname を保全する
npc/custom/jp/jobs/1-1/acolyte.txt	251	script	Ascetic#aco	修行者#aco::Ascetic#aco	修行者#aco	#aco	Ascetic#aco	yes	ルバルカバラ神父	ルバルカバラ神父			0		0			B	修行者	修行者	`::Ascetic#aco` を足して exname を保全する
npc/custom/jp/jobs/1-1/acolyte.txt	328	script	Ascetic#2aco	修行者#2aco::Ascetic#2aco	修行者#2aco	#2aco	Ascetic#2aco	yes	マザー・マチルダ	マザー・マチルダ			0		0			B	修行者	修行者	`::Ascetic#2aco` を足して exname を保全する
npc/custom/jp/jobs/1-1/acolyte.txt	397	script	Ascetic#3aco	修行者#3aco::Ascetic#3aco	修行者#3aco	#3aco	Ascetic#3aco	yes	ヨウスケ神父	ヨウスケ神父			0		0			B	修行者	修行者	`::Ascetic#3aco` を足して exname を保全する
npc/custom/jp/jobs/1-1/archer.txt	28	script	Archer Guildsman#archer	アーチャーギルド職員#archer::Archer Guildsman#archer	アーチャーギルド職員#archer	#archer	Archer Guildsman#archer	yes	アーチャーギルド職員	アーチャーギルド職員			0		0			B	アーチャーギルド職員	アーチャーギルド職員	`::Archer Guildsman#archer` を足して exname を保全する
npc/custom/jp/jobs/1-1/mage.txt	29	script	Mage Guildsman	マジシャンギルド職員::Mage Guildsman	マジシャンギルド職員		Mage Guildsman	yes	マジシャンギルド職員	マジシャンギルド職員			0		0			B	マジシャンギルド職員	マジシャンギルド職員	`::Mage Guildsman` を足して exname を保全する
npc/custom/jp/jobs/1-1/mage.txt	288	script	Mixing Machine	Mixing Machine	Mixing Machine		Mixing Machine	no	調合機	調合機			0		0			D			sprite 111 は頭上名が出ない
npc/custom/jp/jobs/1-1/mage.txt	605	script	Bookshelf	Bookshelf	Bookshelf		Bookshelf	no	ガイドブック|マジシャン試験溶液 1号|マジシャン試験溶液 2号|マジシャン試験溶液 3号|マジシャン試験溶液 4号	ガイドブック			0		0			D			sprite 111 は頭上名が出ない
npc/custom/jp/jobs/1-1/merchant.txt	35	script	Merchant#mer	商人#mer::Merchant#mer	商人#mer	#mer	Merchant#mer	yes	マンスー組合長	マンスー組合長			0		0			B	商人	商人	`::Merchant#mer` を足して exname を保全する
npc/custom/jp/jobs/1-1/merchant.txt	499	script	Merchant Guildsman#mer	商人ギルド職員#mer::Merchant Guildsman#mer	商人ギルド職員#mer	#mer	Merchant Guildsman#mer	yes	組合職員ケイ	組合職員ケイ			0		0			B	商人ギルド職員	商人ギルド職員	`::Merchant Guildsman#mer` を足して exname を保全する
npc/custom/jp/jobs/1-1/merchant.txt	776	script	Student#mer	染物職人の弟子#mer::Student#mer	染物職人の弟子#mer	#mer	Student#mer	yes	染物職人の弟子	染物職人の弟子			0		0			B	染物職人の弟子	染物職人の弟子	`::Student#mer` を足して exname を保全する
npc/custom/jp/jobs/1-1/merchant.txt	861	script	Guild Staff#mer	ギルド職員#mer::Guild Staff#mer	ギルド職員#mer	#mer	Guild Staff#mer	yes	ギルド職員	ギルド職員			0		3	npc/custom/jp/jobs/2-1/blacksmith.txt:229 npc/custom/jp/jobs/2-1/blacksmith.txt:241 npc/custom/jp/jobs/2-1/blacksmith.txt:256		B	ギルド職員	ギルド職員	`::Guild Staff#mer` を足して exname を保全する
